Time       TA        TB          Valve opening         Heater power (%)
3817285923.435401	4.470200	87.485600	0.500000	4.300000
3817285934.509554	4.483900	87.976849	0.500000	11.160000
3817285945.436171	4.478000	88.010877	0.500000	6.000000
3817285956.361194	4.488400	88.046294	0.500000	12.340000
3817285967.288720	4.488800	88.084102	0.500000	6.720000
3817285978.234220	4.497600	88.257110	0.500000	12.620000
3817285999.145162	4.506000	88.566375	0.500000	7.880000
3817286020.066545	4.486900	89.773250	0.500000	10.790000
3817286040.959168	4.504100	89.857668	0.500000	12.870000
3817286061.948326	4.506800	90.126199	0.500000	7.710000
3817286082.859489	4.487700	90.432066	0.500000	11.200000
3817286103.761989	4.505400	91.319352	0.500000	12.680000
3817286124.721848	4.507100	91.607952	0.500000	7.440000
3817286145.624584	4.488600	91.864878	0.500000	11.260000
3817286166.526124	4.512000	92.122078	0.500000	12.480000
3817286187.418445	4.491700	92.366254	0.500000	7.860000
3817286208.203207	4.509100	93.322659	0.500000	11.920000
3817286229.026896	4.488500	93.392318	0.500000	9.180000
3817286249.822896	4.510600	93.537682	0.500000	10.960000
3817286270.655463	4.488100	93.677068	0.500000	10.720000
3817286291.454984	4.511500	94.630021	0.500000	9.870000
3817286312.255142	4.488800	94.551909	0.500000	11.760000
3817286333.095679	4.507600	94.590682	0.500000	12.130000
3817286353.923442	4.489500	94.660437	0.500000	8.560000
3817286374.726110	4.510200	95.402807	0.500000	11.460000
3817286395.543910	4.487900	95.512229	0.500000	9.800000
3817286416.352217	4.511900	95.610094	0.500000	10.460000
3817286437.167731	4.488900	95.755255	0.500000	10.880000
3817286457.967336	4.512100	95.893389	0.500000	9.370000
3817286478.828005	4.491400	96.704394	0.500000	7.430000
3817286499.666156	4.508600	96.773815	0.500000	11.730000
3817286520.477678	4.489000	96.846455	0.500000	8.560000
3817286541.280107	4.510200	96.913779	0.500000	10.990000
3817286562.094074	4.487500	97.687906	0.500000	9.880000
3817286582.907421	4.512200	97.687405	0.500000	10.050000
3817286603.761191	4.494500	97.726846	0.500000	6.740000
3817286624.579010	4.505600	97.797877	0.500000	12.050000
3817286645.408467	4.491200	98.392081	0.500000	7.300000
3817286666.217827	4.508700	98.528939	0.500000	11.610000
3817286687.041728	4.489200	98.568135	0.500000	8.180000
3817286707.845743	4.510100	98.639089	0.500000	12.240000
3817286728.692489	4.499900	98.794812	0.500000	6.310000
3817286749.505861	4.502000	99.414170	0.500000	12.180000
3817286770.328068	4.496000	99.410456	0.500000	6.360000
3817286791.168381	4.504000	99.449354	0.500000	12.040000
3817286811.970833	4.493900	99.484354	0.500000	6.580000
3817286832.760871	4.505900	100.143349	0.500000	11.860000
3817286853.618255	4.505700	100.152004	0.500000	10.950000
3817286874.630032	4.484700	100.079679	0.500000	6.620000
3817286895.441119	4.498000	99.871963	0.500000	8.990000
3817286916.251978	4.471500	100.114226	0.500000	6.820000
3817286937.103120	4.492800	99.711764	0.500000	8.150000
3817286957.954307	4.476600	99.206126	0.500000	4.190000
3817286978.766589	4.483200	98.651737	0.500000	9.880000
3817286999.620134	4.473100	98.176229	0.500000	4.640000
3817287020.439027	4.485800	98.290139	0.500000	9.790000
3817287041.278022	4.470000	97.808450	0.500000	4.780000
3817287062.113357	4.476600	97.341716	0.500000	10.250000
3817287082.935588	4.482000	96.921295	0.500000	4.620000
3817287103.749582	4.479000	97.097647	0.500000	10.390000
3817287124.567916	4.478500	96.654457	0.500000	4.600000
3817287145.364757	4.481500	96.211183	0.500000	10.440000
3817287166.216310	4.488900	95.824605	0.500000	5.980000
3817287187.065309	4.473100	95.860088	0.500000	10.350000
3817287207.860126	4.487000	95.754695	0.500000	5.500000
3817287228.676086	4.475200	95.399946	0.500000	10.460000
3817287249.482493	4.485000	95.132291	0.500000	5.100000
3817287270.301388	4.477400	95.276648	0.500000	10.510000
3817287291.144478	4.491500	95.307380	0.500000	7.610000
3817287311.953869	4.469900	95.019788	0.500000	9.360000
3817287332.770592	4.491300	94.804865	0.500000	6.960000
3817287353.615933	4.470600	94.625568	0.500000	9.840000
3817287374.435060	4.490200	94.982857	0.500000	6.210000
3817287395.278810	4.469100	94.872272	0.500000	6.580000
3817287416.133995	4.490100	94.683671	0.500000	9.160000
3817287436.944461	4.467800	94.487554	0.500000	7.400000
3817287457.758989	4.491300	94.697511	0.500000	10.340000
3817287478.740434	4.489600	94.696593	0.500000	5.860000
3817287499.587535	4.473100	94.449675	0.500000	10.280000
